TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
RAPT4;9,24;3,94;7,45;0,68;0,20;26,72;10,74;3,43;2,38;5,80;3,49;0,99;0,26;0,72;-0,47;1,91;9,06;2,65;8,54;0,29;0,71;0,77;18,53;10,53;30.138.183,58;13,69;1,24;1,06;2.948.636.548,05
RCSL3;2,62;;-4,52;-4,75;1,77;8,52;-74,85;-92,52;-5,59;-3,96;0,00;;4,18;-9,86;-2,58;0,64;-105,10;-39,19;85,03;-0,37;1,37;0,42;1,25;;2.118.028,05;-0,55;-0,58;-0,02;58.300.838,28
RCSL4;1,44;;-2,49;-2,62;0,98;8,52;-74,85;-92,52;-3,08;-3,96;0,00;;2,31;-5,44;-1,43;0,64;-105,10;-39,19;85,03;-0,37;1,37;0,42;1,25;;4.507.207,95;-0,55;-0,58;-0,01;58.300.838,28
RDNI3;2,82;;-0,87;0,42;0,08;15,49;-9,26;-26,21;-2,46;-13,22;-10,78;1,85;0,23;0,49;-0,13;1,62;-48,67;-8,79;-7,60;0,18;0,82;0,34;11,10;;15.094,89;6,66;-3,24;0,03;123.430.858,56
RDOR3;31,36;2,21;18,67;2,69;0,70;18,71;14,71;7,61;9,66;9,73;0,03;0,01;1,42;2,14;-1,40;2,88;14,41;3,75;9,88;0,26;0,74;0,49;30,58;26,94;185.508.617,58;11,66;1,68;0,21;71.883.787.326,00
REAG3;3,80;;14,52;0,66;0,62;83,42;-44,59;21,86;-7,12;3,68;10,80;-1,00;3,17;0,67;-25,28;16,47;4,53;4,25;-9,87;0,94;0,06;0,19;35,82;;19.844,42;5,77;0,26;0,04;193.251.720,80
RECV3;13,11;20,52;8,80;0,91;0,52;36,51;29,05;13,40;4,06;4,86;0,77;0,17;1,18;4,60;-0,66;2,14;10,33;5,88;14,50;0,57;0,43;0,44;57,21;47,03;49.072.910,79;14,43;1,49;-0,23;3.847.419.571,86
REDE3;6,49;5,57;9,28;2,11;0,46;26,44;19,22;8,25;3,98;7,54;3,56;1,89;0,77;5,85;-0,63;1,38;22,76;4,91;14,27;0,22;0,78;0,59;9,82;15,71;5.035,16;3,07;0,70;-0,85;13.695.998.697,26
RENT3;43,10;3,85;25,74;1,77;0,54;23,48;15,58;4,87;8,04;13,89;5,74;1,27;1,25;15,22;-0,70;1,17;6,88;2,08;8,09;0,30;0,70;0,43;29,60;16,81;333.865.439,00;24,33;1,68;57,65;46.650.126.824,80
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;2,50;;-1,78;0,25;0,07;-11,91;6,49;-45,16;12,36;71,52;59,16;1,22;0,80;-2,80;-0,08;0,79;-14,35;-3,82;0,36;0,27;0,73;0,08;21,43;;32.753,21;9,81;-1,41;0,00;207.903.296,67
RNEW3;0,84;;-1,79;0,26;0,07;-11,91;6,49;-45,16;12,46;71,52;59,16;1,22;0,81;-2,82;-0,08;0,79;-14,35;-3,82;0,36;0,27;0,73;0,08;21,43;;60.492,84;3,27;-0,47;0,00;207.903.296,67
RNEW4;0,84;;-1,79;0,26;0,07;-11,91;6,49;-45,16;12,46;71,52;59,16;1,22;0,81;-2,82;-0,08;0,79;-14,35;-3,82;0,36;0,27;0,73;0,08;21,43;;153.829,21;3,27;-0,47;0,00;207.903.296,67
ROMI3;9,07;9,59;7,97;0,69;0,34;28,12;7,85;8,25;8,38;13,38;4,96;0,41;0,66;1,06;-0,87;2,12;8,70;4,27;4,76;0,49;0,51;0,52;9,77;-3,95;797.628,32;13,07;1,14;-0,29;845.058.675,29
RPAD3;4,20;1,92;-4,39;0,34;0,34;;;;-3,72;-3,08;0,56;-0,05;;6,78;-0,36;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;667,63;12,22;-0,96;0,01;347.931.402,40
RPAD5;6,26;8,60;-6,55;0,51;0,51;;;;-5,54;-3,08;0,56;-0,05;;10,11;-0,54;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;163,32;12,22;-0,96;0,02;347.931.402,40
RPAD6;4,00;;-4,19;0,33;0,32;;;;-3,54;-3,08;0,56;-0,05;;6,46;-0,34;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;3.138,26;12,22;-0,96;0,01;347.931.402,40
RPMG3;2,88;;-0,19;-0,03;0,02;-11,01;-18,23;-14,91;-0,15;-0,08;0,07;;0,03;-0,11;-0,46;0,82;-15,99;-11,98;19,55;-0,75;1,75;0,80;42,58;;10.493,00;-96,20;-15,38;-0,03;194.951.891,52
RSID3;2,22;;0,16;-0,05;0,09;28,74;-311,91;327,60;-0,17;-1,51;-1,34;;0,53;-0,14;-0,18;0,45;-28,42;54,91;100,59;-1,93;2,93;0,17;-41,82;;64.368,68;-48,60;13,81;0,00;44.400.000,00
RSUL3;0,00;;0,00;0,00;0,00;41,53;22,30;15,43;0,00;1,57;-0,49;-0,18;0,00;0,00;0,00;2,80;24,90;14,87;22,52;0,60;0,40;0,96;17,77;27,69;;38,84;9,67;0,00;173.418.137,50
RSUL4;69,50;;7,19;1,79;1,07;41,53;22,30;15,43;4,97;1,57;-0,49;-0,18;1,11;3,04;-2,36;2,80;24,90;14,87;22,52;0,60;0,40;0,96;17,77;27,69;75.755,21;38,84;9,67;0,84;173.418.137,50
SANB11;28,17;5,71;7,88;;;41,32;13,99;9,78;5,51;5,50;;;0,77;;;;;;;;;;13,50;-4,21;59.684.874,05;0,00;3,58;0,19;105.654.302.508,59
SANB3;13,38;4,30;7,48;;;41,32;13,99;9,78;5,23;5,50;;;0,73;;;;;;;;;;13,50;-4,21;975.589,79;0,00;1,79;0,18;105.654.302.508,59
SANB4;14,75;4,28;8,27;;;41,32;13,99;9,78;5,78;5,50;;;0,81;;;;;;;;;;13,50;-4,21;1.074.513,63;0,00;1,79;0,20;105.654.302.508,59
SAPR11;29,90;5,18;6,04;0,89;0,46;58,29;34,90;22,12;3,83;5,91;2,09;0,49;1,34;6,92;-0,55;1,71;14,71;7,59;10,96;0,52;0,48;0,34;8,62;10,90;22.085.376,79;33,68;4,95;11,54;9.043.053.825,70
SAPR3;5,98;4,82;6,02;0,88;0,46;58,29;34,90;22,12;3,81;5,91;2,09;0,49;1,33;6,90;-0,54;1,71;14,71;7,59;10,96;0,52;0,48;0,34;8,62;10,90;825.615,79;6,74;0,99;11,49;9.043.053.825,70
SAPR4;5,96;5,30;6,02;0,88;0,46;58,29;34,90;22,12;3,81;5,91;2,09;0,49;1,33;6,90;-0,54;1,71;14,71;7,59;10,96;0,52;0,48;0,34;8,62;10,90;7.155.516,11;6,74;0,99;11,49;9.043.053.825,70
SBFG3;10,84;5,06;4,93;0,88;0,30;49,12;8,56;7,50;4,32;7,50;3,14;0,64;0,37;1,60;-0,65;1,51;17,80;5,99;10,12;0,34;0,66;0,80;22,95;11,57;12.278.490,42;12,35;2,20;0,02;2.647.540.833,00
SBSP3;115,04;;8,21;2,13;0,97;54,07;42,91;26,50;5,07;6,35;1,28;0,54;2,17;-57,65;-1,12;0,89;25,94;11,83;18,41;0,46;0,54;0,45;14,98;23,26;286.509.576,53;54,03;14,02;0,05;78.617.305.132,38
SCAR3;18,01;19,31;-31,85;0,67;0,36;36,03;17,78;-6,43;11,52;21,33;9,80;0,57;2,05;1,94;-0,50;3,02;-2,11;-1,14;2,54;0,54;0,46;0,18;6,45;;1.261.664,37;26,91;-0,57;0,29;1.042.735.981,14
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;6,05;;-669,09;0,64;0,23;55,23;12,06;-0,06;3,25;5,74;2,48;0,49;0,39;3,05;-0,31;1,35;-0,10;-0,03;10,32;0,35;0,65;0,57;9,20;;5.645.663,11;9,39;-0,01;6,98;780.052.653,60
SEQL3;1,94;;-0,08;0,22;0,04;-6,18;-103,74;-124,01;-0,09;-0,85;-0,76;1,79;0,10;-0,12;-0,04;0,37;-282,82;-45,53;-91,18;0,16;0,83;0,37;15,49;;685.795,89;8,67;-24,53;0,00;68.246.936,51
SGPS3;1,64;;-0,02;-0,02;0,01;-2,19;-81,65;-176,79;-0,04;-2,39;-2,36;;0,03;-0,01;-0,01;0,25;-133,99;-47,66;-117,71;-0,36;1,36;0,27;-12,92;;0,00;-72,45;-97,07;0,00;16.400.000,00
SHOW3;0,66;;-0,64;0,32;0,11;12,73;-17,40;-41,93;-1,54;-0,68;0,86;-0,18;0,27;1,16;-0,26;1,19;-50,57;-16,92;-16,36;0,33;0,67;0,40;-15,90;;147.034,11;2,04;-1,03;0,00;44.492.335,14
SHUL3;27,31;0,70;38,23;6,85;3,75;25,81;14,92;13,12;33,62;18,02;-0,20;-0,04;5,02;8,80;-9,97;3,16;17,92;9,81;11,89;0,55;0,45;0,75;12,91;21,32;0,00;3,99;0,71;-4,69;5.285.556.372,04
SHUL4;5,45;6,26;7,64;1,37;0,75;25,81;14,92;13,12;6,72;18,02;-0,20;-0,04;1,00;1,76;-1,99;3,16;17,92;9,81;11,89;0,55;0,45;0,75;12,91;21,32;2.375.476,11;3,99;0,71;-0,94;5.285.556.372,04
SIMH3;5,41;;-23,88;0,83;0,06;25,75;16,33;-0,48;0,71;7,18;6,47;7,58;0,12;0,77;-0,08;1,29;-3,46;-0,24;10,12;0,07;0,93;0,49;33,49;;27.849.288,84;6,56;-0,23;0,40;4.731.879.688,86
SLCE3;19,85;4,18;14,91;2,14;0,50;29,57;19,39;7,57;5,82;8,24;2,39;0,88;1,13;3,92;-0,96;1,37;14,38;3,36;15,26;0,23;0,77;0,44;20,74;13,64;53.636.476,68;9,26;1,33;-0,44;8.804.528.159,76
SLED3;3,21;;0,45;-0,08;0,48;47,85;73,94;92,71;0,56;0,95;0,65;;0,42;-0,20;-0,72;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,02;16.497.692,59
SLED4;1,60;;0,22;-0,04;0,24;47,85;73,94;92,71;0,28;0,95;0,65;;0,21;-0,10;-0,36;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,01;16.497.692,59
SMFT3;24,28;2,44;33,25;2,65;0,79;41,45;22,64;7,82;11,49;13,90;2,35;0,54;2,60;10,99;-1,02;1,47;7,98;2,38;10,61;0,30;0,70;0,30;22,98;;65.305.172,95;9,16;0,73;-0,57;14.513.176.287,90
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;20,28;6,64;6,25;0,98;0,33;23,59;29,54;13,75;2,91;5,64;2,70;0,91;0,86;2,00;-0,48;2,18;15,72;5,30;12,90;0,34;0,66;0,39;15,45;28,00;33.965.608,37;20,64;3,25;0,80;6.745.114.083,39
SNSY3;11,00;;-3,72;-0,04;0,15;26,37;31,44;-2,42;0,29;0,80;0,62;;0,09;-2,92;-0,38;0,92;-1,15;-4,14;-16,68;-3,60;4,60;1,71;15,69;;12.064,63;-257,27;-2,96;0,04;52.961.391,20
SNSY5;4,69;;-1,59;-0,02;0,07;26,37;31,44;-2,42;0,12;0,80;0,62;;0,04;-1,25;-0,16;0,92;-1,15;-4,14;-16,68;-3,60;4,60;1,71;15,69;;11.798,21;-257,27;-2,96;0,02;52.961.391,20
SNSY6;11,51;;-3,89;-0,04;0,16;26,37;31,44;-2,42;0,30;0,80;0,62;;0,09;-3,06;-0,40;0,92;-1,15;-4,14;-16,68;-3,60;4,60;1,71;15,69;;0,00;-257,27;-2,96;0,05;52.961.391,20
SOJA3;10,55;2,81;15,32;0,73;0,54;12,15;7,88;5,08;9,87;8,77;-1,12;-0,08;0,78;1,09;-1,56;4,06;4,78;3,50;5,50;0,73;0,27;0,69;35,41;28,51;7.637.791,95;14,44;0,69;-0,21;1.431.708.283,52
SOMA3;5,95;;2,96;0,80;0,49;56,80;-46,46;29,33;-1,87;-2,32;-0,45;0,19;0,87;2,01;-0,84;2,36;27,15;16,44;-46,41;0,61;0,39;0,56;37,72;80,87;62.978.860,42;7,40;2,01;0,01;4.669.246.869,35
SOND3;47,00;9,76;7,90;1,75;1,00;27,71;10,49;7,39;5,56;3,75;-1,50;-0,47;0,58;3,40;-2,40;2,00;22,20;12,61;13,54;0,57;0,43;1,71;25,49;27,24;0,00;26,81;5,95;0,34;109.113.700,00
SOND5;43,00;11,73;7,22;1,60;0,91;27,71;10,49;7,39;5,09;3,75;-1,50;-0,47;0,53;3,11;-2,20;2,00;22,20;12,61;13,54;0,57;0,43;1,71;25,49;27,24;1.135,79;26,81;5,95;0,31;109.113.700,00
SOND6;43,01;11,73;7,22;1,60;0,91;27,71;10,49;7,39;5,09;3,75;-1,50;-0,47;0,53;3,12;-2,20;2,00;22,20;12,61;13,54;0,57;0,43;1,71;25,49;27,24;226,37;26,81;5,95;0,31;109.113.700,00
SPRT3B;76,40;;-2.383,09;-17.249,28;13.052,41;;;;-2.390,16;-2.389,98;0,18;;;-17.249,28;;0,57;-723,82;-547,71;721,68;-0,76;1,76;0,00;;;;0,00;-0,03;16,35;370.531.748,80
SQIA3;27,37;;-110,33;3,70;1,49;42,19;6,45;-3,26;55,72;60,18;4,46;0,30;3,59;25,87;-1,84;1,43;-3,35;-1,35;3,18;0,40;0,58;0,41;35,51;;;7,40;-0,25;0,62;2.406.971.773,64
SRNA3;9,89;;20,71;1,08;0,31;33,59;37,56;7,21;3,97;10,88;6,89;1,87;1,49;-258,73;-0,36;0,99;5,22;1,48;7,35;0,28;0,72;0,20;;;44.056.586,63;9,15;0,48;0,06;6.158.805.198,84
STBP3;13,51;6,37;15,74;17,65;2,11;54,68;41,59;25,56;9,67;11,33;1,65;3,02;4,02;64,53;-2,67;1,18;112,19;13,39;26,80;0,12;0,88;0,52;24,45;117,13;48.000.057,84;0,77;0,86;0,33;11.674.941.685,19
STKF3;0,00;;0,00;0,00;0,00;54,65;36,95;23,68;0,00;3,27;3,27;0,25;0,00;0,00;0,00;3,14;4,97;3,15;5,31;0,63;0,37;0,13;24,60;27,74;;8,19;0,41;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;22,25;;52,23;1,13;0,31;4,25;-3,34;0,83;-12,92;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;115.323.192,16;19,64;0,43;-0,94;9.475.042.424,17
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;9.475.042.424,17
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;6,54;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;9.475.042.424,17
SUZB3;50,61;3,99;-9,04;1,97;0,39;42,19;33,10;-14,92;4,08;9,15;5,06;2,45;1,35;3,61;-0,52;1,72;-21,82;-4,26;7,19;0,20;0,80;0,29;12,75;;281.442.217,58;25,64;-5,60;0,06;63.989.633.671,30
SYNE3;5,90;48,36;1,67;0,49;0,29;42,22;61,47;40,23;1,09;1,58;0,49;0,22;0,67;0,98;-0,46;5,21;29,67;17,35;25,46;0,58;0,42;0,43;23,59;75,50;2.465.091,16;12,06;3,58;0,00;909.760.892,20
TAEE11;36,07;7,96;7,34;1,79;0,61;66,49;77,01;45,56;4,34;7,51;3,16;1,30;3,34;22,20;-0,71;1,23;24,41;8,29;16,10;0,34;0,66;0,18;15,68;11,08;44.567.942,37;20,14;4,92;1,63;12.429.520.564,56
TAEE3;11,96;8,00;7,30;1,78;0,61;66,49;77,01;45,56;4,32;7,51;3,16;1,30;3,32;22,08;-0,71;1,23;24,41;8,29;16,10;0,34;0,66;0,18;15,68;11,08;731.034,42;6,71;1,64;1,63;12.429.520.564,56
TAEE4;12,00;7,98;7,32;1,79;0,61;66,49;77,01;45,56;4,33;7,51;3,16;1,30;3,33;22,13;-0,71;1,23;24,41;8,29;16,10;0,34;0,66;0,18;15,68;11,08;1.529.946,11;6,71;1,64;1,63;12.429.520.564,56
TASA3;8,71;3,48;14,40;0,85;0,42;34,82;12,49;4,58;5,28;7,50;2,19;0,35;0,66;2,07;-1,02;1,53;5,92;2,91;10,12;0,49;0,51;0,64;10,85;12,02;96.379,32;10,22;0,60;-0,29;1.104.589.702,54
TASA4;8,72;3,48;14,43;0,85;0,42;34,82;12,49;4,58;5,29;7,50;2,19;0,35;0,66;2,07;-1,03;1,53;5,92;2,91;10,12;0,49;0,51;0,64;10,85;12,02;2.094.858,32;10,22;0,60;-0,29;1.104.589.702,54
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;1,38;;-0,68;0,26;0,08;-8,14;-22,83;-31,54;-0,94;-5,74;-4,81;1,34;0,21;0,72;-0,13;1,34;-38,47;-11,08;-11,28;0,29;0,71;0,35;5,16;;134.669,53;5,24;-2,02;0,00;100.858.345,10
TECN3;6,06;3,95;5,91;0,93;0,53;54,67;16,68;16,20;5,74;5,59;-0,19;-0,03;0,96;1,18;-1,68;2,90;15,80;8,95;8,97;0,57;0,43;0,55;4,83;;1.005.418,16;6,48;1,02;0,39;383.305.100,75
TEKA3;42,50;;-0,13;-0,01;0,02;24,58;-4,48;-52,80;-1,47;-43,28;-42,29;;0,07;-0,01;-0,02;0,05;-7,76;-13,93;0,93;-1,80;2,80;0,26;14,82;;0,00;-4.378,29;-339,62;-0,01;14.260.237,50
TEKA4;21,25;;-0,06;0,00;0,01;24,58;-4,48;-52,80;-0,74;-43,28;-42,29;;0,03;0,00;-0,01;0,05;-7,76;-13,93;0,93;-1,80;2,80;0,26;14,82;;0,00;-4.378,29;-339,62;0,00;14.260.237,50
TELB3;13,99;;-5,04;0,99;0,31;-58,26;-39,90;-61,12;-7,72;0,98;8,10;-1,04;3,08;0,88;-0,54;4,92;-19,59;-6,06;-12,12;0,31;0,69;0,10;15,86;;14.405,32;14,18;-2,78;-0,04;1.114.253.075,18
TELB4;8,87;;-3,19;0,63;0,19;-58,26;-39,90;-61,12;-4,89;0,98;8,10;-1,04;1,95;0,56;-0,34;4,92;-19,59;-6,06;-12,12;0,31;0,69;0,10;15,86;;25.878,05;14,18;-2,78;-0,03;1.114.253.075,18
TEND3;16,47;1,03;19,01;2,11;0,38;27,14;8,99;3,24;6,85;8,10;1,23;0,38;0,62;1,62;-0,94;1,64;11,13;1,99;12,52;0,18;0,82;0,61;10,99;-16,59;28.237.981,00;7,80;0,87;-0,06;2.022.539.508,00
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;11,50;2,05;91,83;22,87;13,10;56,58;19,74;14,16;65,85;11,57;0,78;0,27;13,00;30,37;-42,13;2,68;24,90;14,27;21,55;0,57;0,43;1,01;30,70;38,10;4.472.747,00;0,50;0,12;31,43;1.757.410.477,21
TGMA3;36,22;7,13;8,86;2,59;1,80;21,58;17,64;12,91;6,48;6,32;-0,17;-0,07;1,14;5,31;-3,88;2,71;29,28;20,30;23,84;0,69;0,31;1,57;9,18;6,82;7.752.847,68;13,96;4,09;0,18;2.390.625.581,30
TIET11;12,54;;-17,06;0,95;0,24;0,00;21,64;-7,77;6,13;18,71;12,58;1,95;1,33;-6,45;-0,29;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;13,19;-0,73;0,06;5.004.795.800,93
TIET3;3,49;;-23,75;1,32;0,33;0,00;21,64;-7,77;8,52;18,71;12,58;1,95;1,84;-8,98;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIET4;3,51;;-23,88;1,33;0,33;0,00;21,64;-7,77;8,57;18,71;12,58;1,95;1,85;-9,03;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIMS3;18,67;8,82;33,62;1,99;0,80;53,26;21,63;5,29;8,22;7,14;-1,09;-0,26;1,78;-65,55;-1,04;0,95;5,93;2,37;21,91;0,40;0,60;0,45;7,93;-17,96;99.840.459,74;9,37;0,56;-0,98;45.269.042.242,60
TKNO3;99,98;2,94;5,85;0,92;0,72;28,00;18,66;16,75;5,25;3,12;-1,60;-0,28;0,98;1,72;-1,81;3,26;15,80;12,32;13,38;0,78;0,22;0,74;15,06;39,97;0,00;108,21;17,10;0,15;264.813.659,98
TKNO4;78,00;6,47;4,56;0,72;0,56;28,00;18,66;16,75;4,09;3,12;-1,60;-0,28;0,76;1,35;-1,41;3,26;15,80;12,32;13,38;0,78;0,22;0,74;15,06;39,97;12.610,32;108,21;17,10;0,12;264.813.659,98
TOTS3;37,07;1,59;30,93;4,45;2,60;69,48;16,79;13,73;25,30;25,17;-0,32;-0,06;4,25;13,71;-3,85;2,42;14,39;8,41;11,82;0,58;0,42;0,61;18,01;27,88;96.413.042,42;8,32;1,20;-13,13;22.207.828.576,05
TOYB3;2,29;;-43,94;0,03;0,00;24,06;-10,70;-10,96;-45,00;-46,99;;;4,81;0,34;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;0,03;0,00;24,06;-10,70;-10,96;-49,12;-46,99;;;5,26;0,37;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,52;71.890.222,22
TPIS3;4,39;5,25;5,43;0,21;0,07;34,33;4,46;2,69;3,27;26,58;23,30;1,51;0,15;-0,22;-0,08;0,21;3,92;1,29;-1,05;0,33;0,67;0,48;5,93;;114.517,68;20,66;0,81;-0,02;193.160.000,00
TRAD3;6,52;;-3,05;1,33;1,21;30,35;-200,54;-194,70;-2,96;-2,60;0,36;-0,16;5,94;5,11;-1,75;4,21;-43,53;-39,53;-45,30;0,91;0,09;0,20;54,39;;331.212,53;4,92;-2,14;0,05;261.337.254,07
TRIS3;6,70;5,02;7,30;0,84;0,41;27,83;14,87;12,74;6,25;8,02;1,76;0,24;0,93;0,70;-1,61;4,74;11,53;5,64;7,17;0,49;0,51;0,44;11,01;4,14;2.749.397,84;7,97;0,92;0,19;1.250.337.504,60
TTEN3;16,66;1,15;10,93;2,05;0,93;19,74;9,71;5,91;6,66;6,88;0,24;0,07;0,65;3,93;-2,66;1,58;18,75;8,53;16,37;0,46;0,54;1,44;41,95;44,40;17.077.155,74;8,12;1,52;0,34;8.296.655.822,55
TUPY3;22,80;6,78;41,36;0,94;0,29;18,06;5,25;0,75;5,88;10,21;4,28;0,68;0,31;0,81;-0,81;2,20;2,27;0,69;4,63;0,30;0,70;0,93;15,61;-22,20;23.988.328,84;24,27;0,55;-0,49;3.290.130.550,00
TXRX3;8,50;;-0,92;-0,11;0,21;18,88;5,19;-33,52;5,93;54,91;51,97;;0,31;-0,22;-0,33;0,29;-11,53;-22,52;-24,89;-1,95;2,95;0,67;2,30;;44,74;-80,30;-9,26;0,00;17.958.454,72
TXRX4;1,99;;-0,21;-0,02;0,05;18,88;5,19;-33,52;1,39;54,91;51,97;;0,07;-0,05;-0,08;0,29;-11,53;-22,52;-24,89;-1,95;2,95;0,67;2,30;;1.594,95;-80,30;-9,26;0,00;17.958.454,72
UCAS3;1,61;11,28;8,55;0,55;0,29;38,13;1,58;5,49;29,78;47,76;18,17;0,34;0,47;3,31;-0,41;1,43;6,47;3,39;0,58;0,52;0,48;0,62;8,69;-7,09;104.973,16;2,91;0,19;-0,48;106.399.046,04
UGPA3;17,96;3,90;8,48;1,27;0,51;7,26;3,70;1,77;4,06;6,32;2,26;0,71;0,15;3,61;-0,85;1,53;14,93;5,97;10,94;0,40;0,60;3,37;8,37;44,62;96.741.126,68;14,19;2,12;-2,69;20.045.664.060,54
UNIP3;49,91;9,18;10,17;2,01;0,79;27,11;11,51;10,23;9,04;10,83;1,17;0,26;1,04;2,95;-1,35;2,88;19,74;7,81;7,76;0,40;0,60;0,76;12,24;26,21;352.093,37;24,86;4,91;-0,35;6.009.409.826,49
UNIP5;52,63;5,21;10,72;2,12;0,84;27,11;11,51;10,23;9,53;10,83;1,17;0,26;1,10;3,11;-1,43;2,88;19,74;7,81;7,76;0,40;0,60;0,76;12,24;26,21;9.919,21;24,86;4,91;-0,36;6.009.409.826,49
UNIP6;54,68;9,20;11,16;2,20;0,87;27,11;11,51;10,23;9,92;10,83;1,17;0,26;1,14;3,24;-1,48;2,88;19,74;7,81;7,76;0,40;0,60;0,76;12,24;26,21;6.942.143,11;24,86;4,91;-0,38;6.009.409.826,49
USIM3;5,70;;50,92;0,30;0,18;7,67;3,04;0,53;8,87;10,42;1,55;0,05;0,27;0,51;-0,32;4,26;0,58;0,34;2,08;0,59;0,34;0,65;11,59;-8,00;1.554.116,63;19,29;0,11;-0,61;7.171.516.259,40
USIM5;5,74;;51,27;0,30;0,18;7,67;3,04;0,53;8,93;10,42;1,55;0,05;0,27;0,51;-0,32;4,26;0,58;0,34;2,08;0,59;0,34;0,65;11,59;-8,00;75.282.511,32;19,29;0,11;-0,61;7.171.516.259,40
USIM6;8,41;;74,99;0,44;0,26;7,67;3,04;0,53;13,06;10,42;1,55;0,05;0,40;0,75;-0,47;4,26;0,58;0,34;2,08;0,59;0,34;0,65;11,59;-8,00;234,16;19,29;0,11;-0,90;7.171.516.259,40
VALE3;54,00;8,81;7,79;1,21;0,51;35,45;25,35;14,88;4,57;5,88;1,31;0,35;1,16;29,35;-0,62;1,11;15,57;6,57;15,96;0,42;0,56;0,44;7,33;;1.249.910.758,84;44,52;6,93;-0,42;245.061.019.244,20
VAMO3;5,23;5,14;14,81;2,31;0,28;63,95;54,54;8,11;2,20;6,79;4,57;4,79;1,20;3,99;-0,35;1,52;15,60;1,88;13,85;0,12;0,88;0,23;31,14;21,86;57.752.113,89;2,26;0,35;-0,42;5.653.800.168,51
